279.491	200.006	1.056	-2.541	-0.983	0.963	30.311	-36.742
279.887	200.006	1.055	-2.553	-0.983	0.964	30.654	-36.127
280.283	200.008	1.054	-2.564	-0.983	0.964	30.994	-35.505
280.669	200.004	1.053	-2.576	-0.983	0.965	31.333	-34.878
281.056	200.004	1.052	-2.588	-0.983	0.965	31.668	-34.244
281.443	200.007	1.051	-2.600	-0.983	0.966	32.001	-33.604
281.821	200.005	1.050	-2.612	-0.983	0.966	32.330	-32.959
282.198	200.007	1.049	-2.625	-0.983	0.966	32.656	-32.307
282.566	200.003	1.048	-2.637	-0.983	0.967	32.978	-31.650
282.934	200.004	1.048	-2.649	-0.983	0.967	33.296	-30.987
283.302	200.009	1.047	-2.661	-0.983	0.968	33.610	-30.317
283.660	200.010	1.047	-2.674	-0.983	0.968	33.918	-29.643
284.008	200.005	1.046	-2.686	-0.983	0.969	34.222	-28.962
284.356	200.006	1.046	-2.698	-0.983	0.969	34.520	-28.276
284.694	200.002	1.045	-2.711	-0.983	0.969	34.813	-27.585
285.032	200.004	1.045	-2.723	-0.983	0.970	35.100	-26.888
285.359	200.001	1.045	-2.736	-0.983	0.970	35.381	-26.185
285.687	200.004	1.045	-2.748	-0.983	0.971	35.656	-25.478
286.004	200.004	1.045	-2.761	-0.983	0.971	35.924	-24.765
286.321	200.009	1.045	-2.773	-0.983	0.971	36.186	-24.047
286.617	200.001	1.045	-2.786	-0.983	0.972	36.440	-23.324
286.913	200.000	1.045	-2.798	-0.983	0.972	36.687	-22.597
287.209	200.005	1.045	-2.811	-0.983	0.972	36.927	-21.864
287.494	200.008	1.045	-2.823	-0.983	0.973	37.159	-21.127
287.768	200.007	1.046	-2.836	-0.983	0.973	37.383	-20.386
288.031	200.004	1.046	-2.848	-0.983	0.973	37.599	-19.640
288.294	200.008	1.047	-2.860	-0.983	0.974	37.807	-18.889
288.546	200.009	1.047	-2.873	-0.983	0.974	38.007	-18.135
288.787	200.009	1.048	-2.885	-0.983	0.974	38.199	-17.376
289.017	200.006	1.048	-2.897	-0.983	0.974	38.382	-16.614
289.235	200.001	1.049	-2.909	-0.983	0.975	38.557	-15.848
289.453	200.004	1.049	-2.922	-0.983	0.975	38.723	-15.079
289.659	200.006	1.050	-2.934	-0.983	0.975	38.881	-14.306
289.853	200.006	1.051	-2.946	-0.983	0.975	39.030	-13.529
290.037	200.004	1.051	-2.958	-0.983	0.976	39.170	-12.750
290.208	200.001	1.052	-2.969	-0.983	0.976	39.302	-11.968
290.378	200.006	1.052	-2.981	-0.983	0.976	39.425	-11.182
290.527	200.001	1.053	-2.993	-0.983	0.976	39.539	-10.395
290.674	200.004	1.054	-3.005	-0.983	0.976	39.645	-9.605
290.808	200.006	1.054	-3.016	-0.983	0.977	39.742	-8.812
290.931	200.007	1.055	-3.028	-0.983	0.977	39.830	-8.018
291.042	200.008	1.055	-3.039	-0.983	0.977	39.910	-7.222
291.141	200.008	1.056	-3.051	-0.983	0.977	39.982	-6.423
291.228	200.007	1.056	-3.062	-0.983	0.977	40.045	-5.624
291.302	200.005	1.057	-3.074	-0.983	0.977	40.099	-4.823
291.365	200.003	1.057	-3.085	-0.983	0.977	40.145	-4.021
291.415	200.000	1.057	-3.096	-0.983	0.977	40.183	-3.218
291.463	200.007	1.058	-3.108	-0.983	0.977	40.212	-2.414
291.489	200.003	1.058	-3.119	-0.983	0.977	40.233	-1.610
291.512	200.008	1.058	-3.130	-0.983	0.977	40.245	-0.805
291.514	200.004	-1.058	0.000	-0.983	0.977	-40.249	0.000
291.512	200.008	1.058	3.130	-0.983	0.977	40.245	0.805
291.489	200.003	1.058	3.119	-0.983	0.977	40.233	1.610
291.463	200.007	1.058	3.108	-0.983	0.977	40.212	2.414
291.415	200.000	1.057	3.096	-0.983	0.977	40.183	3.218
291.365	200.003	1.057	3.085	-0.983	0.977	40.145	4.021
291.302	200.005	1.057	3.074	-0.983	0.977	40.099	4.823
291.228	200.007	1.056	3.062	-0.983	0.977	40.045	5.624
291.141	200.008	1.056	3.051	-0.983	0.977	39.982	6.423
291.042	200.008	1.055	3.039	-0.983	0.977	39.910	7.222
290.931	200.007	1.055	3.028	-0.983	0.977	39.830	8.018
290.808	200.006	1.054	3.016	-0.983	0.977	39.742	8.812
290.674	200.004	1.054	3.005	-0.983	0.976	39.645	9.605
290.527	200.001	1.053	2.993	-0.983	0.976	39.539	10.395
290.378	200.006	1.052	2.981	-0.983	0.976	39.425	11.182
290.208	200.001	1.052	2.969	-0.983	0.976	39.302	11.968
290.037	200.004	1.051	2.958	-0.983	0.976	39.170	12.750
289.853	200.006	1.051	2.946	-0.983	0.975	39.030	13.529
289.659	200.006	1.050	2.934	-0.983	0.975	38.881	14.306
289.453	200.004	1.049	2.922	-0.983	0.975	38.723	15.079
289.235	200.001	1.049	2.909	-0.983	0.975	38.557	15.848
289.017	200.006	1.048	2.897	-0.983	0.974	38.382	16.614
288.787	200.009	1.048	2.885	-0.983	0.974	38.199	17.376
288.546	200.009	1.047	2.873	-0.983	0.974	38.007	18.135
288.294	200.008	1.047	2.860	-0.983	0.974	37.807	18.889
288.031	200.004	1.046	2.848	-0.983	0.973	37.599	19.640
287.768	200.007	1.046	2.836	-0.983	0.973	37.383	20.386
287.494	200.008	1.045	2.823	-0.983	0.973	37.159	21.127
287.209	200.005	1.045	2.811	-0.983	0.972	36.927	21.864
286.913	200.000	1.045	2.798	-0.983	0.972	36.687	22.597
286.617	200.001	1.045	2.786	-0.983	0.972	36.440	23.324
286.321	200.009	1.045	2.773	-0.983	0.971	36.186	24.047
286.004	200.004	1.045	2.761	-0.983	0.971	35.924	24.765
285.687	200.004	1.045	2.748	-0.983	0.971	35.656	25.478
285.359	200.001	1.045	2.736	-0.983	0.970	35.381	26.185
285.032	200.004	1.045	2.723	-0.983	0.970	35.100	26.888
284.694	200.002	1.045	2.711	-0.983	0.969	34.813	27.585
284.356	200.006	1.046	2.698	-0.983	0.969	34.520	28.276
284.008	200.005	1.046	2.686	-0.983	0.969	34.222	28.962
283.660	200.010	1.047	2.674	-0.983	0.968	33.918	29.643
283.302	200.009	1.047	2.661	-0.983	0.968	33.610	30.317
282.934	200.004	1.048	2.649	-0.983	0.967	33.296	30.987
282.566	200.003	1.048	2.637	-0.983	0.967	32.978	31.650
282.198	200.007	1.049	2.625	-0.983	0.966	32.656	32.307
281.821	200.005	1.050	2.612	-0.983	0.966	32.330	32.959
281.443	200.007	1.051	2.600	-0.983	0.966	32.001	33.604
281.056	200.004	1.052	2.588	-0.983	0.965	31.668	34.244
280.669	200.004	1.053	2.576	-0.983	0.965	31.333	34.878
280.283	200.008	1.054	2.564	-0.983	0.964	30.994	35.505
279.887	200.006	1.055	2.553	-0.983	0.964	30.654	36.127
279.887	200.006	1.066	-2.543	-0.983	0.964	29.851	-36.864
280.284	200.001	1.065	-2.555	-0.983	0.964	30.189	-36.248
280.691	200.009	1.064	-2.567	-0.983	0.965	30.524	-35.625
281.079	200.002	1.063	-2.579	-0.983	0.965	30.857	-34.996
281.477	200.008	1.062	-2.591	-0.983	0.966	31.188	-34.361
281.866	200.007	1.061	-2.603	-0.983	0.966	31.515	-33.720
282.245	200.002	1.060	-2.615	-0.983	0.967	31.840	-33.072
282.634	200.009	1.060	-2.627	-0.983	0.967	32.160	-32.419
283.003	200.002	1.059	-2.639	-0.983	0.967	32.477	-31.760
283.382	200.009	1.058	-2.652	-0.983	0.968	32.790	-31.095
283.742	200.001	1.058	-2.664	-0.983	0.968	33.098	-30.424
284.112	200.007	1.057	-2.676	-0.983	0.969	33.402	-29.748
284.471	200.009	1.057	-2.689	-0.983	0.969	33.701	-29.066
284.821	200.006	1.057	-2.701	-0.983	0.970	33.994	-28.378
285.171	200.009	1.057	-2.714	-0.983	0.970	34.282	-27.684
285.510	200.007	1.056	-2.726	-0.983	0.970	34.564	-26.985
285.840	200.001	1.056	-2.739	-0.983	0.971	34.840	-26.281
286.169	200.001	1.056	-2.751	-0.983	0.971	35.110	-25.571
286.498	200.007	1.056	-2.764	-0.983	0.972	35.374	-24.856
286.817	200.009	1.057	-2.776	-0.983	0.972	35.630	-24.136
287.125	200.008	1.057	-2.789	-0.983	0.972	35.880	-23.411
287.423	200.004	1.057	-2.801	-0.983	0.973	36.122	-22.681
287.720	200.006	1.057	-2.813	-0.983	0.973	36.357	-21.946
288.007	200.006	1.058	-2.826	-0.983	0.973	36.584	-21.207
288.283	200.003	1.058	-2.838	-0.983	0.974	36.804	-20.463
288.559	200.006	1.059	-2.851	-0.983	0.974	37.016	-19.714
288.823	200.008	1.059	-2.863	-0.983	0.974	37.220	-18.961
289.077	200.006	1.060	-2.875	-0.983	0.975	37.416	-18.204
289.319	200.003	1.060	-2.888	-0.983	0.975	37.603	-17.443
289.561	200.008	1.061	-2.900	-0.983	0.975	37.782	-16.678
289.781	200.001	1.062	-2.912	-0.983	0.975	37.953	-15.909
290.001	200.002	1.063	-2.924	-0.983	0.976	38.116	-15.137
290.208	200.001	1.063	-2.936	-0.983	0.976	38.269	-14.361
290.415	200.008	1.064	-2.948	-0.983	0.976	38.415	-13.582
290.600	200.005	1.065	-2.960	-0.983	0.976	38.552	-12.800
290.783	200.009	1.066	-2.971	-0.983	0.977	38.680	-12.014
290.945	200.003	1.066	-2.983	-0.983	0.977	38.800	-11.226
291.104	200.006	1.067	-2.995	-0.983	0.977	38.911	-10.436
291.252	200.008	1.068	-3.006	-0.983	0.977	39.014	-9.642
291.388	200.008	1.068	-3.018	-0.983	0.977	39.109	-8.847
291.512	200.008	1.069	-3.029	-0.983	0.977	39.195	-8.050
291.624	200.008	1.070	-3.041	-0.983	0.977	39.272	-7.250
291.724	200.006	1.070	-3.052	-0.983	0.978	39.342	-6.449
291.812	200.005	1.071	-3.063	-0.983	0.978	39.403	-5.646
291.887	200.002	1.071	-3.075	-0.983	0.978	39.456	-4.842
291.961	200.009	1.071	-3.086	-0.983	0.978	39.500	-4.037
292.011	200.006	1.072	-3.097	-0.983	0.978	39.537	-3.231
292.050	200.002	1.072	-3.108	-0.983	0.978	39.565	-2.424
292.086	200.008	1.072	-3.119	-0.983	0.978	39.585	-1.616
292.100	200.003	1.072	-3.130	-0.983	0.978	39.597	-0.808
292.111	200.008	-1.072	0.000	-0.983	0.978	-39.601	0.000
292.100	200.003	1.072	3.130	-0.983	0.978	39.597	0.808
292.086	200.008	1.072	3.119	-0.983	0.978	39.585	1.616
292.050	200.002	1.072	3.108	-0.983	0.978	39.565	2.424
292.011	200.006	1.072	3.097	-0.983	0.978	39.537	3.231
291.961	200.009	1.071	3.086	-0.983	0.978	39.500	4.037
291.887	200.002	1.071	3.075	-0.983	0.978	39.456	4.842
291.812	200.005	1.071	3.063	-0.983	0.978	39.403	5.646
291.724	200.006	1.070	3.052	-0.983	0.978	39.342	6.449
291.624	200.008	1.070	3.041	-0.983	0.977	39.272	7.250
291.512	200.008	1.069	3.029	-0.983	0.977	39.195	8.050
291.388	200.008	1.068	3.018	-0.983	0.977	39.109	8.847
291.252	200.008	1.068	3.006	-0.983	0.977	39.014	9.642
291.104	200.006	1.067	2.995	-0.983	0.977	38.911	10.436
290.945	200.003	1.066	2.983	-0.983	0.977	38.800	11.226
290.783	200.009	1.066	2.971	-0.983	0.977	38.680	12.014
290.600	200.005	1.065	2.960	-0.983	0.976	38.552	12.800
290.415	200.008	1.064	2.948	-0.983	0.976	38.415	13.582
290.208	200.001	1.063	2.936	-0.983	0.976	38.269	14.361
290.001	200.002	1.063	2.924	-0.983	0.976	38.116	15.137
